IndigNation	indignation
Beckenham	BECKENHAM
CASTOR	Castor
Campbell	CAMPBELL
KITS	kits
Rates	RATES
KITH	kith
Ashdown	ASHDOWN
SHRED	Shred
Reentry	RE-ENTRY
DNC	D-N.C
D.N.D.	D-N.D
DND	D-N.D
D.N.J.	D-N.J
D.N.M.	D-N.M
Nicaragua	NICARAGUA
OSIRIS	Osiris
Brake	BRAKE
Lining	LINING
SIONICS	Sionics
LiVES	lives
LUCKY	Lucky
LiViD	livid
Netherlands	NETHERLANDS
Shell	SHELL
Silicon	SILICON
StreetWise	streetwise
WIRES	Wires
Banca	BANCA
Desktop	DESKTOP
SEED	Seed
C-130H	C-130h
Engelhard	ENGELHARD
SEDA	Seda
COMETA	Cometa
Fancy	FANCY
OneChild	one-child
SEAQ	Seaq
1,3-Butadiene	1,3-butadiene
SEAT	Seat
Sustained	SUSTAINED
Charge	CHARGE
Chargé	CHARGE
No-Name	no-name
TREE	tree
Banks	BANKS
North-East	north-east
TrES	tres
S.E.N.S.	Sens
THE	-the
SEMA	Sema
SELL	Sell
SELT	Selt
Air-Strike	air-strike
Secreto	SECRETO
SEKE	Seke
TRAP	trap
T-Ray	tray
MOSAIC	mosaic
Marketing	MARKETING
SAFER	safer
Debate	DEBATE
Banja	BANJA
Inslaw	INSLAW
Falls	FALLS
Mach-O	macho
Ferris	FERRIS
SPECIFIC	Specific
Epcos	EPCOS
Epcot	EPCOT
LEARN	learn
SERT	Sert
SERA	Sera
SETA	Seta
HANDEL	Handel
Tri-M	trim
Database	Data-Base
Réunion	re-union
SETI	Seti
CrossworDS	Crosswords
That	THAT
Than	THAN
Europe	EUROPE
Latrobe	LaTrobe
PrimeTime	primetime
OATH	Oath
R.A.M.B.O.	Rambo
RAMBO	Rambo
Fenner	FENNER
Leash	LEASH
Lease	LEASE
Clothes-Line	clothesline
PCNS	PCNs
OANA	Oana
W.I.T.C.H.	Witch
Climbing	CLIMBING
Goldman	GOLDMAN
TruANT	truant
SPECTRE	spectre
KUDOS	kudos
Battle	BATTLE
Thin	THIN
This	THIS
Breweries	BREWERIES
Child	CHILD
Chile	CHILE
Reyes	REYES
KICK	kick
Nummi	NUMMI
Bravo	BRAVO
They	THEY
Chief	CHIEF
ALICE	Alice
Them	THEM
Pierce	PIERCE
Stockholm	STOCKHOLM
K.I.D.S.	kids
Mackintosh	MACKINTOSH
Dreamer	DREAMER
Ferrum	FERRUM
Activity	ACTIVITY
Scott	SCOTT
PCAS	PCAs
CHiPs	CHIPS
SINCGARS	Sincgars
KINK	kink
KinK	kink
K.I.N.G.	king
KIND	kind
WISPA	Wispa
Hand-Over	handover
EXIM	Exim
China	CHINA
OneByOne	one-by-one
KILT	kilt
Moss-Covered	moss-covered
Boxing	BOXING
KILO	kilo
Triple-X	triplex
Ram-On	Ramon
Jell-O	jello
Leach	LEACH
Pah-Ute	Pahute
Score	SCORE
Re-Align	realign
Czecho-Slovakia	Czechoslovakia
OMON	Omon
WRAP	Wrap
TEAC	Teac
Upjohn	UPJOHN
Pori	PORI
WRAA	Wraa
TEAM	Team
Plateau	PLATEAU
Pops	POPs
Pool	POOL
Pont	PONT
Skywest	SkyWest
Poor	POOR
Re-Energized	re-energized
JAB	jab
JAS	jas
WREY	Wrey
J.A.R.	jar
GIBS	Gibs
JAG	jag
JAI	jai
George	GEORGE
Supply	SUPPLY
TECO	Teco
Louis	LOUIS
.post	POST
Post	POST
NORWEB	Norweb
GiFT	Gift
Folk-Lore	folklore
Cairo	CAIRO
Witness	WITNESS
T.W.O	two-
J-STARS	J-Stars
JSTARS	J-Stars
Entertainment	ENTERTAINMENT
TeleType	teletype
Ireland	IRELAND
Two-way	Two-Way
Low-Life	low-life
SLEEPY	sleepy
Cooke	COOKE
Emerging	EMERGING
Deleon	deLeon
SCOLA	Scola
Perpetual	PERPETUAL
ITS	its
S-CORE	Score
ISM	ism
Durant	DuRant
ISN	isn
PREP	prep
Keßler	Kessler
ITE	ite
WROE	Wroe
SCOOP	Scoop
MIG21	MiG-21
Mig29	MiG-29
X-tra	XTRA
Xtra	XTRA
One-X	Onex
GiST	Gist
MuscleCar	muscle-car
I.O.N	ion
Abshire	ABSHIRE
IRK	irk
GIRL	Girl
ONCE	Once
ChecKing	CHECKING
Volume	VOLUME
Metrocorp	MetroCorp
IRE	ire
Well-tempered	Well-Tempered
X-rated	X-Rated
IASON	Iason
Trans-Oceanic	transoceanic
C-SPAN	C-Span
CSPAN	C-Span
Eurotherm	EUROTHERM
.pro	pro-
PRO	pro-
SEEBOARD	Seeboard
McLeod	McLEOD
PROP	prop
PROM	prom
Diego	DIEGO
Burrill	BURRILL
Ma-KING	making
Male	MALE
Malè	MALE
Malé	MALE
Mâle	MALE
KID	kid
KIN	kin
Malt	MALT
KIR	kir
KGS	kgs
Many	MANY
Mány	MANY
Vlasov	VLASOV
Mapa	MAPA
KeY	key
INBAL	Inbal
She-Ra	Shera
Mark	MARK
Márk	MARK
Mara	MARA
Marc	MARC
Mars	MARS
Mash	MASH
WaveLAN	Wavelan
Mass	MASS
Maß	MASS
Bravest	BRAVEST
E-Motion	emotion
HIJOS	Hijos
Deposit	DEPOSIT
SEVEN	seven-
KOI	koi
OnyX	Onyx
COinS	Coins
KPH	kph
KMS	kms
PrimeTime	Prime-time
Gigi	GiGi
Mountain	MOUNTAIN
Nostalgia	NOSTALGIA
PostScript	Postscript
Danger	danGer
Phrase	PHRASE
Texaco	TEXACO
Torchmark	TORCHMARK
Thetford	THETFORD
K.I.N.G.	King-
WILL	-will
Alfred	ALFRED
Ælfred	ALFRED
Design	DESIGN
SMART-ER	smarter
Ampm	AM-PM
Sulzer	SULZER
Biomechanical	Bio-Mechanical
CanTeen	Canteen
Mack	MACK
Levis	LEVIS
Levin	LEVIN
3Com	3COM
Rockola	Rock-Ola
ACCEPT	accept
K-B-D	kbd
KBD	kbd
Macy	MACY
Scottsdale	SCOTTSDALE
SAFER	Safer
Nicosia	NICOSIA
Leclerc	LeClerc
Main	MAIN
.mail	MAIL
Mail	MAIL
Up-Front	upfront
SAFARI	safari
Sneaker	SNEAKER
Make	MAKE
Possession	POSSESSION
BioPharm	Biopharm
Cranston	CRANSTON
GRENOUILLE	Grenouille
Delany	DeLany
Shannon	SHANNON
HAI	hai
HAJ	haj
HAV	hav
HAS	has
HAG	hag
Dhaka	DHAKA
OOPS	Oops
PuTTY	putty
LongRun	long-run
Addis	ADDIS
Equitable	EQUITABLE
HEL	hel
HEA	hea
HEP	hep
OPAL	Opal
TYRO	tyro
High	HIGH
Natalie	NAtalie
CHALET	chalet
HID	hid
HIM	him
HIW	hiw
H.I.S.	his
HIS	his
Domtar	DOMTAR
ENRICH	enrich
Red-Tape	red-tape
Birch	BIRCH
Ps2	PS-2
Quinn	QUINN
Butternut	Butter-Nut
OPIE	Opie
G.O.D.	god
Control	CONTROL
.GNU	gnu
GNU	gnu
Lebreton	LeBreton
Style	STYLE
GMP	gmp
Dot-S	dots
Morris	MORRIS
Hill	HILL
Interlake	INTERLAKE
OPEC	Opec
GOT	got
LAMPS	Lamps
Homecare	HomeCare
GRT	grt
Rodger	RODGER
Accrual	ACCRUAL
Keith	KEITH
Sentenced	SENTENCED
ROVER	rover
Morning-star	MorningStar
Quiet	QUIET
KATRIN	Katrin
GYM	gym
S.W.I.N.E	swine
S.W.I.N.E.	swine
SWINE	swine
Hits	HITS
PacifiCorp	Pacificorp
PLANTs	PLANTS
Light-Hearted	lighthearted
IAS	ias
CatSCAN	CAT-scan
S-Express	Sexpress
LOOK	look
Quadrant	QUADRANT
GoldMine	goldmine
Birse	BIRSE
OPSA	Opsa
IFS	ifs
IFE	ife
Cross-dressing	CROSS-DRESSING
U-Turn	U-turn
ICY	icy
CounterPunch	counterpunch
ICE	ice
Postal	POSTAL
Make-Up	makeup
Borden	BORDEN
Border	BORDER
DONG	dong
DONT	dont
ChecKing	Checking
Carrington	CARRINGTON
Lacour	LaCour
IMP	imp
IME	ime
L-O-V-E	love
LÖVE	love
Life-Line	lifeline
INC	inc
INA	ina
I.MX	imx
IMx	imx
INN	inn
INT	int
INS	ins
ING	ing
LOUD	loud
Löw	low-
KICKSTART	kick-start
KickStart	kick-start
HomeMADE	home-made
Brain-Child	brainchild
RAPID	rapid
Guthrie	GUTHRIE
HOW...	how
HOS	hos
H.O.T.	hot
Smooth	SMOOTH
Off-shore	Off-Shore
Offshore	Off-Shore
Ultra-Violet	ultra-violet
Nfl	N.F.L
HuH	huh
Impressive	IMPRESSIVE
Mig29	MIG-29
TENN	Tenn
Tai-pan	Tai-Pan
Taipan	Tai-Pan
HRA	hra
Lottery	LOTTERY
YAWL	yawl
RAINMAN	Rainman
Security	SECURITY
Lacsa	LACSA
Stereo-Types	Stereotypes
TEXT	Text
NOiSE	NOISE
Noise	NOISE
Adept	ADEPT
Petrocorp	PetroCorp
Alain	Al-Ain
KCAR	K-car
FED	fed
Pie	P-I-E
Connecticut	CONNECTICUT
U-Car	UCAR
Úcar	UCAR
CAFAM	Cafam
FAQ	faq
Failure	FAILURE
F.A.L.	fal
FAL	fal
FAH	fah
FAD	fad
TACA	Taca
ORiNOCO	Orinoco
Melamed	MELAMED
Concorde	CONCORDE
LORAN	Loran
National	NATIONAL
EWS	ews
STARTLiNE	start-line
Nature	NATURE
Interbank	INTERBANK
In-Fest	infest
Rém	R.E.M
ETC	etc
EST	est
SLEEPY	Sleepy
GEOS	Geos
S.P.O.C.K	Spock
HeadLand	headland
GEMA	Gema
OverPower	overpower
EVI	evi
Vanderveen	VanDerveen
Plan	PLAN
GENA	Gena
Play	PLAY
P.U.N.K.S.	punks
GETS	Gets
EPT	ept
EPS	eps
ERE	ere
E.R.A	era
ERA	era
Am386	AM386
Telecommunication	Tele-Communication
Plea	PLEA
Parkside	PARKSIDE
Frog-Man	frogman
R.O.T.O.R.	rotor
ROTOR	rotor
Ro-Tor	rotor
AMVETS	AmVets
ELM	elm
Beatty	BEATTY
RéCréation	Recreation
Life-Size	lifesize
LifeSize	lifesize
Costs	COSTS
Elbo.ws	ELBOWS
EGM	egm
E-Go	ego
Meridian	MERIDIAN
EIN	ein
PeaceMaker	peacemaker
Frog-Man	Frogman
Happy-Go-Lucky	happy-go-lucky
Strong	STRONG
EKE	eke
OutSPOKEN	outspoken
Premier	PREMIER
Tetra	TETRA
Storeys	STOREYS
Kunuri	Kunu-Ri
Bills	BILLS
Volkswagen	VOLKSWAGEN
Plus	PLUS
GEM	gem
Plum	PLUM
GEL	gel
WordPerfect	Wordperfect
VINSON	Vinson
HomeMADE	homemade
GAB	gab
G.A.D.	gad
G-A-Y	gay
Hess	HESS
GAL	gal
Contras	CONTRAS
DETOUR	detour
Calor	CALOR
TECHINT	Techint
Essential	ESSENTIAL
Newman	-NEWMAN
Alwatan	Al-Watan
Tricontinental	Tri-Continental
Robertson	ROBERTSON
Blocker	BLOCKER
Nepal	NEPAL
Nokia	NOKIA
IntelliCorp	Intellicorp
SWARM	swarm
WULF	Wulf
CEILIDH	ceilidh
Calif	CALIF
Foreign	FOREIGN
Finland	FINLAND
DUFF	duff
Investcorp	INVESTCORP
DISCARD	discard
LOPES	Lopes
SHINE	Shine
Re-creation	RECREATION
Recreation	RECREATION
RéCréation	RECREATION
MUTED	muted
Trouble	TROUBLE
Fly-by-Night	fly-by-night
Jenkins	JENKINS
SHIPS	Ships
FACET	facet
FACES	faces
FRA	fra
Hol-Tan	Holtan
Pessimism	PESSIMISM
Locost	Lo-Cost
FOR	for
FOM	fom
FOP	fop
FoP	fop
COcOnuts	coconuts
FPR	fpr
Comecon	COMECON
BROTHER	Brother
WEXAS	Wexas
FOB	fob
FOF	fof
FoF	fof
KYTE	Kyte
Schering-Plough	SCHERING-PLOUGH
D.U.C.K.	duck
Beauty	BEAUTY
F.L.Y.	fly
Taiwanese	TAIWANESE
FIG	fig
FIN	fin
F.I.R.	fir
FIR	fir
SAFETY	safety
Inter-governmental	Inter-Governmental
Intergovernmental	Inter-Governmental
Echohawk	Echo-Hawk
Hear	HEAR
Heap	HEAP
Coming	COMING
Head	HEAD
HOSE	hose
Lyle	LYLE
Tessa	TESSA
KWIK	Kwik
KWIL	Kwil
Yugoslavia	YUGOSLAVIA
ReDeSign	redesign
Alimony	ALIMONY
Lower	LOWER
SAMED	Samed
Court	COURT
ARCADY	Arcady
D-A-D	dad
DAD	dad
DAA	daa
DAB	dab
H.O.P.E.	hope
Deb	deB
InterTAN	InterTan
CYCLADES	Cyclades
DDC	ddC
DDI	ddI
ROVER	Rover
CUP	cup
BRENDA	Brenda
Good-looking	GOOD-LOOKING
Goodlooking	GOOD-LOOKING
CUB	cub
Count	COUNT
History	HISTORY
Hammerson	HAMMERSON
Kitchenaid	KitchenAid
KISAN	Kisan
CST	cst
HoME	home
KWAI	Kwai
TREX	T-rex
Transatlantic	trans-Atlantic
Called	CALLED
AlliedSignal	ALLIED-SIGNAL
CUR	cur
Fère-en-Tardenois	FERE-EN-TARDENOIS
CenterCourt	center-court
GoldMine	Goldmine
Dispatched	DIS-PATCHED
Hunting	HUNTING
WYLE	Wyle
Eritreans	ERITREANS
Swindon	SWINDON
He-Ro	HERO
Hero	HERO
Here	HERE
SWEAT	sweat
OLGA	Olga
SpringBoard	springboard
ConStellation	Constellation
Symbolism	SYMBOLISM
Cover	COVER
Dumas	DUMAS
COF	cof
CoG	cog
Strip-o-gram	Strip-O-Gram
Help	HELP
COO	coo
COR	cor
COT	cot
SIMILE	simile
CRE	cre
Nestlé	NESTLE
Kraft	KRAFT
CRI	cri
CRY	cry
Pnet	PNET
TUGboat	tugboat
CADES	Cades
Dixons	DIXONS
C.E.O.	ceo
Georges	GEORGES
AHA	A-ha
CFS	cfs
Building	BUILDING
CHA	cha
ToGetHer	together
Scotia	SCOTIA
HOWL	howl
Georgia	GEORGIA
CADAM	Cadam
CHN	chn
BLAST	blast
CIF	cif
Tests	TESTS
CiS	cis
Cutting	CUTTING
Reinsurer	REINSURER
Scratch	SCRATCH
Man-Made	man-made
Mitsui	MITSUI
Health	HEALTH
EAT	eat
EAT.	eat
EAU	eau
Powell	POWELL
Merrill	MERRILL
Shows	SHOWS
GAVE	Gave
Laguardia	LaGuardia
Falwell	FALWELL
El-Fish	elfish
P-Nut	PNUT
EED	eed
Telegraph	TELEGRAPH
Transtar	TranStar
EDI	edi
Short	SHORT
Infiniti	INFINITI
Balancing	BALANCING
ECH	ech
ECU	ecu
Nuffield	NUFFIELD
GART	Gart
EarthBound	earth-bound
Psion	PSION
Postcommunism	post-Communism
Postcommunist	post-Communist
DWT	dwt
Jus-Rol	Jus-rol
GATE	Gate
DUR	dur
AM-386	Am386
Checkoff	CHECKOFF
Olive	OLIVE
GAMS	Gams
FINANCIAL	financial-
G.A.M.E.	Game
Budgens	BUDGENS
GAPP	Gapp
GapP	Gapp
CADRE	Cadre
DOM	dom
DOS	dos
Poll	POLL
TASI	Tasi
TASS	Tass
Saab-Scania	SAAB-SCANIA
T.A.T.u.	Tatu
Polo	POLO
Pornography	PORNOGRAPHY
Tesco	TESCO
Off-shore	OFFSHORE
Offshore	OFFSHORE
DOC	doc
D.O.E.	doe
DOI	doi
Cease-Fire	ceasefire
TANS	Tans
DUO	duo
DUB	dub
Commercial	COMMERCIAL
DRO	dro
DID	did
DES	des
DET	det
DEW	dew
DEA	dea
D.Ed.	ded
DED	ded
DEG	deg
DEg	deg
DEI	dei
DEN	den
TAME	Tame
Avair	AvAir
Republican	-Republican
TAFF	Taff
Terry	TERRY
SAFARI	Safari
Lyon	LYON
Homegrown	Home-Grown
Ta-Ha	Taha
DIP	dip
Living	LIVING
D.I.E.	die
KWOK	Kwok
KWON	Kwon
Cambridgeshire	CAMBRIDGESHIRE
TREVI	Trevi
RET	ret
R.E.V.	rev
REX	rex
Walsh	WALSH
GRAU	Grau
REF	ref
REC	rec
RED	red
REG	reg
R.E.M.	rem
REM	rem
Lefèvre	LeFevre
BATTeRS	Batters
R.A.W.	raw
RAS	ras
RAT	rat
GRET	Gret
Dallas	DALLAS
RAI	rai
RAG	rag
RAN	ran
RAD	rad
RPT	rpt
H.E.L.P.	help
CADRE	cadre
ROT	rot
LOMAK	Lomak
R.O.B.	rob
R.O.D	rod
ROE	roe
Karachi	KARACHI
GRid	Grid
GrID	Grid
DIPS	dips
DOIT	Do-it
GRid	GriD
GrID	GriD
Grid	GriD
Newmarket	NEWMARKET
Nation	NATION
IllumiNations	Illuminations
D.I.R.T.	dirt
DIRT	dirt
H.E.R.O.	hero
He-Ro	hero
Statue	STATUE
Grisnez	Gris-Nez
RIP	rip
Broke	BROKE
Kitchen	KITCHEN
RID	rid
RiD	rid
MISFITS	misfits
Çarlı	Carli
PIER	pier
Multigroup	Multi-Group
RUI	rui
RUG	rug
RUF	ruf
COYOTE	Coyote
Conagra	ConAgra
RUT	rut
Excello	ExCell-O
SHARAD	Sharad
Electromotive	Electro-Motive
French	FRENCH
Fifty-Six	Fifty-six
RéCréation	re-creation
Anti-drug	Anti-Drug
Painting	PAINTING
Celebrations	CELEBRATIONS
PIGS	pigs
Closing	CLOSING
Rent-a-Car	Rent-a-car
Ogilvy	OGILVY
SAC	sac
SAD	sad
CARTA	Carta
SAG	sag
SAH	sah
SAI	sai
Sherman	SHERMAN
SAP	sap
P.I.M.P.	pimp
SAT	sat
.berlin	BERLIN
Berlin	BERLIN
SAX	sax
KUBO	Kubo
KUBA	Kuba
Over-the-counter	Over-The-Counter
Albert	ALBERT
Older	OLDER
KUDO	Kudo
H.E.A.T	heat
H.E.A.R.	hear
THOMAS	Thomas
Laird	LAIRD
Sunrise	SUNRISE
EXCLAIM	exclaim
SharpE	Sharpe
Ape-Man	apeman
StreetWise	street-wise
PIPE	pipe
Flojo	FloJo
PIPS	pips
Eldin	el-Din
SHO	sho
S.H.E	she
Computerworld	ComputerWorld
SIX	six
SID	sid
S-IC	sic
SIC	sic
SIT	sit
SIS	sis
SIP	sip
SIN	sin
LYRA	lyra
KUOK	Kuok
CATEL	Catel
.S.P.A.C.E.	Space
SPACE	Space
S.E.X.	sex
SRL	S.r.l
Genting	GENTING
KULM	Kulm
KULL	Kull
SEA	sea
SEE	see
SEN	sen
SPY	spy
KUTI	Kuti
Capps	CAPPS
SPE	spe
KUSS	Kuss
S.P.A.	spa
SP-A	spa
SPA	spa
SOU	sou
SoX	sox
SON	son
AVAIL	avail
SOP	sop
K.U.R.O.	Kuro
S-OB	sob
SOB	sob
Sodium	SODIUM
Fours	FOURS
JasPer	jasper
SKY	sky
LeveL	level
Collection	COLLECTION
SND	snd
Morgan	MORGAN
Belair	Bel-Air
Found	FOUND
Sing-Along	sing-along
FOSSIL	fossil
Hell-Fire	hellfire
R.O.O.T.S.	roots
Lambert	LAMBERT
WYNN	Wynn
Rip-Off	ripoff
Alcoa	ALCOA
HeavenSent	heaven-sent
WYSS	Wyss
WYSE	Wyse
STO	sto
SUA	sua
Serious	SERIOUS
SUF	suf
SUL	sul
SUM	sum
SUP	sup
SUR	sur
SPARC	Sparc
Wanda	WANDA
TAI	tai
TAE	tae
TaG	tag
TAB	tab
Legree	LeGree
TBE	tbe
TBA	tba
TAT	tat
TAP	tap
TCH	tch
A.N.I.M.A.L.	Animal
Check-Out	Checkout
MECCA	mecca
Roebuck	ROEBUCK
Comsat	COMSAT
D.I.C.E.	dice
Catholicism	CAtholicism
Porta-bote	Porta-Bote
Strict	STRICT
KRIZ	Kriz
February	FEBRUARY
Nußbaum	Nussbaum
Sarıs	Saris
Underwoods	UNDERWOODS
Force	FORCE
Forcé	FORCE
PCS	pcs
Tinsley	TINSLEY
Texas	TEXAS
Arafat	ARAFAT
P.A.R.	par
PAT	pat
PAS	pas
PAW	paw
PAH	pah
PAL	pal
Pa-O	pao
PAP	pap
Tri-Angle	Triangle
KROY	Kroy
Burrows	BURROWS
PGE	pge
KROC	Kroc
KRoC	Kroc
SARAH	Sarah
PFS	pfs
PEA	pea
FileMaker	Filemaker
PEN	pen
PEP	pep
PET	pet
PEG	peg
CoCom	Cocom
PLC	plc
Forks	FORKS
PLN	pln
Album	ALBUM
Álbum	ALBUM
KRKA	Krka
Son-in-Law	son-inlaw
P.L.A.N.	plan
PIN	pin
PIU	piu
P-O-X	pox
Richard	RICHARD
POR	por
P.O.P	pop
POL	pol
G.O.L.D	Gold
G.O.L.D.	Gold
GOLD	Gold
P.O.D.	pod
POD	pod
PPM	ppm
PPB	ppb
SideStep	sidestep
GONG	Gong
GOOS	Goos
FlyBack	flyback
Daewoo	DAEWOO
Breakers	BREAKERS
PRO	pro
GarageBand	garage-band
SPEAK	Speak
SPEAR	Spear
PUT	put
PUP	pup
Pascal	PASCAL
PVS	pvs
AUDIX	Audix
TRINITY	Trinity
Porridge	P-Orridge
AbOUT	About
G.O.R.A.	Gora
Young	YOUNG
Trucks	TRUCKS
Luka	LUKA
Lúka	LUKA
AirPort	Airport
Mutual	MUTUAL
ULTRACOM	UltraCom
Luge	LUGE
Seaburn	SeaBurn
Story	STORY
Canon	CANON
Laverne	LaVerne
Store	STORE
Lust	LUST
Lüst	LUST
Never-Never	never-never
NeverNever	never-never
Mansell	MANSELL
NASDAQ	Nasdaq
Trend	TREND
Alarm	ALARM
Lure	LURE
Luré	LURE
Lurë	LURE
TRICK	Trick
Make-Up	Make-up
Grossman	GROSSMAN
Inward	INWARD
Carolina	CAROLINA
Primetime	PrimeTime
G.O.A.T.	Goat
Circus	CIRCUS
Unilever	UNILEVER
Lung	LUNG
Leona	LEONA
CUTEr	cuter
Mississippi	MISSISSIPPI
Beechnut	Beech-Nut
Arthritis	ARTHRITIS
MENTOR	mentor
Lee-Way	leeway
Goldberg	GOLDBERG
TurboJET	turbo-jet
NutraSweet	Nutrasweet
Con-Version	conversion
HARM	harm
Kaboom	ka-BOOM
Astro-Physics	astrophysics
HaLo	halo
Professor	PROFESSOR
Fulton	FULTON
VERSA	versa
GreekFest	Greekfest
Siemens	SIEMENS
Cablevision	CableVision
QTR	qtr
Adrian	ADRIAN
Trevi	TREVI
MacRae	Macrae
QUE	que
Forte	FORTE
Forté	FORTE
Petroleum	PETROLEUM
HaZe	haze
H.A.T.E.	hate
Brown	BROWN
SAPIA	Sapia
S.P.A.	S.p.A
SP-A	S.p.A
SPA	S.p.A
Sp.a	S.p.A
Spa	S.p.A
SBc	sBC
H.I.V.E.	hive
HIVE	hive
QuestionMark	question-mark
CROCUS	Crocus
NEL	nel
NER	ner
.NET	net
NET	net
NEE	nee
Multi-Racial	multiracial
MUSTARD	Mustard
Medi-Cal	medical
Aphis	APHIS
ORSA	Orsa
Shan-Xi	Shanxi
SWAP	Swap
NaN	nan
NAD	nad
NAG	nag
Whisper	WHISPER
NAB	nab
Alien	ALIEN
Fiscal	FISCAL
Kreß	Kress
Hockey	HOCKEY
ZIL131	Zil-131
Post-War	post-war
Strategy	STRATEGY
Period	PERIOD
ORIX	Orix
NONO	no-no
Noble	NOBLE
H-IPS	hips
HIPS	hips
ORLY	Orly
Speculation	SPECULATION
Berger	BERGER
Re-Animator	reanimator
Hope	HOPE
Hook	HOOK
Trick	TRICK
Type	TYPE
Trans-Link	Translink
Hong	HONG
Bel-Aire	Belaire
SLATE	Slate
Minnesota	MINNESOTA
Microcom	MICROCOM
TRACE	Trace
After.Life	afterlife
AfterLife	afterlife
OpenAccess	open-access
NUN	nun
PTAS	PTAs
NuT	nut
NUb	nub
ORCO	Orco
Host	HOST
Upset	UPSET
Muller	MULLER
Müller	MULLER
Car-Nation	carnation
TRAIL	Trail
PeopleMover	people-mover
Hohokam	HoHoKam
Finlay	FINLAY
BeatrIX	Beatrix
Architect	ARCHITECT
Re-Animated	reanimated
Yuppie	YUPPIE
Kelly	KELLY
NOD	nod
NOG	nog
NOH	noh
NON	non
NOS	nos
NNE	nne
Challenge	CHALLENGE
HORIZONS	horizons
Press-enterprise	Press-Enterprise
TransIT	transit
DAYTIME	Daytime
Hold	HOLD
Seldom	SELDOM
CONCORD	concord
GENERIC	generic
Holt	HOLT
HoME	HOME
Home	HOME
N.I.L.	nil
NiL	nil
SuZy	Suzy
WestWorld	Westworld
OHS	ohs
OIF	oif
France	FRANCE
Alpine	ALPINE
Yard	YARD
Push	PUSH
Worldwide	World-Wide
POLL	poll
POLE	pole
ODE	ode
Hobo	HOBO
POMP	pomp
Surro-Gate	Surrogate
OFT	oft
POLS	pols
Lanka	LANKA
OFA	ofa
Puma	PUMA
Pull	PULL
Clinical	CLINICAL
Wessex	WESSEX
Süß	Suss
Hodgson	HODGSON
O.A.F.	oaf
OAF	oaf
Alliance	ALLIANCE
OBA	oba
SURF	Surf
OAR	oar
Lafontaine	LaFontaine
CERES	Ceres
Catto	CATTO
DeVault	Devault
Anti-socialist	anti-Socialist
Donga	Dong-A
AVERT	avert
MultiMate	Multimate
PODS	pods
SaRNA	Sarna
RemoteAccess	remote-access
India	INDIA
India.	INDIA
SweetS	sweets
Cyprus	CYPRUS
KRAM	Kram
KRAL	Kral
OTS	ots
Anticorruption	Anti-Corruption
O.S.T.	ost
OST	ost
SHARK	Shark
Crossroads	CROSSROADS
SHARP	Sharp
ArtWorks	Artworks
COMPASS	compass
Fleming	FLEMING
MPH	m.p.h
Delta-S	deltas
G.L.O.W.	Glow
OPF	opf
ORYX	Oryx
Golkar	GOLKAR
JURIST	jurist
OOM	oom
Kingsley	KINGSLEY
CHERUB	Cherub
OR-E	ore
ORE	ore
O-R-B	orb
Irish	IRISH
OLE	ole
RANCID	rancid
Ahern	AHERN
Index	INDEX
Netview	NetView
O.N.A.	ona
ONG	ong
GENESIS	genesis
Malaya	MALAYA
Bye-Bye	bye-bye
Stream	STREAM
PR-e-Sense	presense
PRESENSE	presense
G.L.A.D	Glad
Three-Line	three-line
Algae	ALGAE
KNIT	Knit
KNIN	Knin
Deleon	DeLeon
LILIES	Lilies
Deadline	DEADLINE
PRINTS	Prints
Donald	DONALD
LAD	lad
LAS	las
LAW	law
ERROL	Errol
KNEW	Knew
MARQUISE	marquise
LBS	lbs
BREEAM	Breeam
Guarini	GUARINI
Study	STUDY
18P	1.8p
Stuff	STUFF
Floß	Floss
KNAU	Knau
Imagine	IMAGINE
Imaging	IMAGING
Sealand	SeaLand
SuperGroup	supergroup
Abd-ul-Wahab	Abdul-wahab
Nicholas	NICHOLAS
Montserrat	MONTSERRAT
LyX	lYX
Resigned	RESIGNED
Dai-ichi	DaiIchi
L.O.P	lop
LOP	lop
11P	1.1p
LOI	loi
Çallı	Calli
U.G.L.Y.	ugly
CACAO	cacao
12P	1.2p
LOB	lob
Whitbread	WHITBREAD
Barrett	BARRETT
WigWam	wigwam
SINGULAR	singular
14P	1.4p
Calton	CALTON
LUG	lug
LSO	lso
15P	1.5p
Airline	AIRLINE
16P	1.6p
Bruce	BRUCE
Alabama	ALABAMA
17P	1.7p
17M	1.7m
Rochester	ROCHESTER
VoiceOver	voiceover
FOCUS	focus
KNOX	Knox
KNOT	Knot
KNOB	Knob
Belgium	BELGIUM
Mothers	MOTHERS
Tucked	TUCKED
SPICE	Spice
LES	les
LET	let
CrossOver	Crossover
LEE	lee
Catch	CATCH
Rowland	ROWLAND
Barclays	BARCLAYS
Gigabit	GigaBit
NightLife	Nightlife
PONY	pony
COMMUNITY	Community
LIT	lit
LID	lid
LiD	lid
LIB	lib
Anxiety	ANXIETY
L.I.E.	lie
Amberley	AMBERLEY
KOKA	Koka
KOKU	Koku
Abdul-Aziz	Abdulaziz
Can-Am	Canam
Adams	ADAMS
KOLA	Kola
KOHN	Kohn
KOHL	Kohl
Red-nosed	Red-Nosed
November	NOVEMBER
.Mac	mac
MAD	mad
MBH	mbH
MC2	mc2
MAR	mar
MÄR	mar
MAL	mal
PRIMOS	Primos
MAW	maw
MAT	mat
Riordan	RIORDAN
